NAME_LONG;MEAN
Aruba;31.70792079210
Afghanistan;5.51067127460
Angola;34.71618999360
Anguilla;63.00000000000
Albania;33.92828903770
?àland Islands;22.78039927400
Andorra;6.84593837535
United Arab Emirates;0.59355926228
Argentina;27.60279414310
Armenia;28.47534953800
American Samoa;38.63594470050
Ashmore and Cartier Islands;0.00000000000
French Southern and Antarctic Lands;0.00000000000
Antigua and Barbuda;53.53832116790
Australia;26.21873198190
Austria;30.18811449910
Azerbaijan;23.51678158470
Burundi;31.94983119300
Belgium;42.27695322940
Benin;60.94507688510
Burkina Faso;58.43797169810
Bangladesh;61.97534064700
Bulgaria;48.56689567130
Bahrain;1.31481481481
Bahamas;42.38263785390
Bosnia and Herzegovina;41.57218239440
Saint-Barth?®lemy;61.16129032260
Belarus;42.07364496140
Belize;46.75371355220
Bermuda;0.00000000000
Bolivia;39.77384984430
Brazil;30.03764138410
Barbados;65.28838951310
Brunei Darussalam;60.83368138420
Bhutan;8.56817068114
Botswana;13.20923213800
Central African Republic;41.41251530100
Canada;5.87949505266
Switzerland;20.48489763400
Chile;13.58966585970
China;25.60354281740
C??te d'Ivoire;37.74808593610
Clipperton Island;0.00000000000
Cameroon;58.33764595840
Cyprus U.N. Buffer Zone;64.03719008260
Democratic Republic of the Congo;37.21359406360
Republic of the Congo;46.07824002650
Cook Islands;0.00000000000
Colombia;38.14309225700
Comoros;33.49020592670
Republic of Cabo Verde;17.21079365080
Costa Rica;49.35264388250
Cuba;48.84529474390
Cura?ºao;35.63913824060
Cayman Islands;34.39370078740
Northern Cyprus;55.10166983720
Cyprus;60.48415699570
Czech Republic;44.26309798210
Germany;40.68368118340
Djibouti;3.94431883503
Dominica;53.50902934540
Denmark;26.91917135940
Dominican Republic;54.99362769690
Algeria;2.86557892393
Ecuador;37.26887217540
Egypt;1.35183899963
Eritrea;21.12641024260
Dhekelia;4.58241758242
Spain;34.59192575110
Estonia;38.59539763710
Ethiopia;36.95663439000
Finland;6.28209998404
Fiji;48.35778669080
Falkland Islands;10.37366990650
France;44.02561333760
Faeroe Islands;8.32979046462
Federated States of Micronesia;0.00000000000
Gabon;53.26095860470
United Kingdom;32.01474941520
Georgia;29.46489532270
Guernsey;23.38281250000
Ghana;55.28807325780
Gibraltar;54.75000000000
Guinea;48.81909763930
The Gambia;36.47116223720
Guinea-Bissau;50.03374452030
Equatorial Guinea;64.25625199870
Greece;35.15108838080
Grenada;56.64423076920
Greenland;0.03511663379
Guatemala;47.86357374270
Guam;0.00000000000
Guyana;38.59295884800
Hong Kong;59.72213740460
Heard I. and McDonald Islands;0.00000000000
Honduras;49.13932052780
Croatia;52.13087111400
Haiti;51.51945900360
Hungary;55.80744877320
Indonesia;51.46314399840
Isle of Man;27.09473684210
India;56.80106535720
Indian Ocean Territories;0.00000000000
British Indian Ocean Territory;0.00000000000
Ireland;34.05991325110
Iran;9.70286091814
Iraq;13.38443517590
Iceland;5.38532470080
Israel;34.55177712450
Italy;39.99341855990
Jamaica;48.21133412040
Jersey;25.46666666670
Jordan;5.84499034542
Japan;43.01086331620
Baikonur Cosmodrome;0.00009196248
Siachen Glacier;0.00000000000
Kazakhstan;4.68077424667
Kenya;28.49048392060
Kyrgyzstan;8.69781433151
Cambodia;52.72898457910
Kiribati;0.00000000000
Saint Kitts and Nevis;48.95731707320
Republic of Korea;41.11764994770
Kosovo;33.74010446890
Kuwait;8.70497691124
Lao PDR;40.87903056600
Lebanon;40.12837693350
Liberia;53.46235974580
Libya;0.79524871211
Saint Lucia;67.38545953360
Liechtenstein;18.84873949580
Sri Lanka;62.69605737520
Lesotho;50.29582105080
Lithuania;42.98591315130
Luxembourg;48.11549957300
Latvia;38.20444483410
Macao;29.12820512820
Saint-Martin;55.63529411760
Morocco;14.69555246380
Monaco;10.50000000000
Moldova;69.14278918160
Madagascar;50.64748196550
Maldives;0.00000000000
Mexico;38.35197848240
Marshall Islands;0.00000000000
Macedonia;23.87951471560
Mali;19.93581235710
Malta;65.69133192390
Myanmar;41.36033448390
Montenegro;40.40907000280
Mongolia;2.11048511053
Northern Mariana Islands;0.00000000000
Mozambique;49.30610934470
Mauritania;4.48685360155
Montserrat;42.32258064520
Mauritius;57.59984057390
Malawi;46.25332180750
Malaysia;54.84599079850
Namibia;12.08328182020
New Caledonia;44.38749417890
Niger;7.87420151594
Norfolk Island;0.00000000000
Nigeria;54.64205754460
Nicaragua;65.03657675290
Niue;0.00000000000
Netherlands;40.84492296370
Norway;5.24917620527
Nepal;21.96541758640
Nauru;0.00000000000
New Zealand;26.64516444210
Oman;4.57528893923
Pakistan;15.15456100820
Panama;60.63361090940
Pitcairn Islands;0.00000000000
Peru;28.01066257540
Spratly Islands;0.00000000000
Philippines;52.66278360680
Palau;0.00000000000
Papua New Guinea;52.00344047790
Poland;40.32424302780
Puerto Rico;40.19221389220
Dem. Rep. Korea;51.78123221930
Portugal;34.41649097640
Paraguay;49.92832933690
Palestine;61.97260273970
French Polynesia;0.00000000000
Qatar;0.46652777778
Romania;54.91650585880
Russian Federation;8.29582411090
Rwanda;34.12272174970
Western Sahara;0.00000000000
Saudi Arabia;5.34736762175
Sudan;17.55757905920
South Sudan;52.40688112660
Senegal;25.72159290020
Serranilla Bank;0.00000000000
Singapore;56.53344481610
South Georgia and the Islands;0.00000000000
Saint Helena;0.00000000000
Solomon Islands;47.49827784160
Sierra Leone;51.58548048080
El Salvador;51.24452805760
San Marino;65.77551020410
Somaliland;7.92754418375
Somalia;14.30454104570
Saint Pierre and Miquelon;8.88647342995
Serbia;44.59169726160
S?úo Tom?® and Principe;38.22625928980
Suriname;46.88835173870
Slovakia;54.58319946530
Slovenia;47.27563839150
Sweden;10.26954390200
Swaziland;41.62552600950
Sint Maarten;79.89285714290
Seychelles;0.00000000000
Syria;17.17907327530
Turks and Caicos Islands;35.57495590830
Chad;21.62274721840
Togo;58.96842871580
Thailand;41.55820711790
Tajikistan;9.35018947806
Turkmenistan;2.42070977523
Timor-Leste;43.96984304930
Tonga;46.16777629830
Trinidad and Tobago;51.38229508200
Tunisia;13.14439213340
Turkey;27.68075630850
Tuvalu;0.00000000000
Taiwan;38.20313210730
Tanzania;52.13522173620
Uganda;38.64037598500
Ukraine;59.69492159470
United States Minor Outlying Islands;0.00000000000
Uruguay;74.77684518730
United States;28.52687582480
US Naval Base Guantanamo Bay;24.04705882350
Uzbekistan;6.50137120022
Saint Vincent and the Grenadines;48.99090909090
Venezuela;23.15695224260
British Virgin Islands;46.56353591160
United States Virgin Islands;66.25345622120
Vietnam;45.60852602410
Vanuatu;43.49495826380
Wallis and Futuna Islands;0.00000000000
Akrotiri;3.22222222222
Samoa;38.92852870810
Yemen;6.55900211721
South Africa;29.22182290640
Zambia;45.44781120960
Zimbabwe;40.92956622570
