NAME_LONG;MEAN
Aruba;35
Afghanistan;17.12518548
Angola;41.25043375
Anguilla;0
Albania;43.4066224
?àland Islands;26.24704444
Andorra;4.744186047
United Arab Emirates;3.218602438
Argentina;53.13945028
Armenia;33.95625202
American Samoa;49.93333333
French Southern and Antarctic Lands;0
Antigua and Barbuda;53.77108434
Australia;34.90572559
Austria;58.5914042
Azerbaijan;30.21049404
Burundi;35.52729549
Belgium;47.26129664
Benin;59.83048306
Burkina Faso;60.29399446
Bangladesh;64.03318699
Bulgaria;54.52916084
Bahrain;2.265765766
Bahamas;43.85267857
Bosnia and Herzegovina;48.03844924
Belarus;44.30302315
Belize;50.78883701
Bermuda;0
Bolivia;48.34248112
Brazil;36.90702921
Barbados;70.22325328
Brunei Darussalam;60.0420969
Bhutan;43.36428571
Botswana;22.00400998
Central African Republic;48.61946502
Canada;51.77344248
Switzerland;52.2489291
Chile;47.2034544
China;55.23318421
C??te d'Ivoire;34.29338226
Cameroon;63.71360148
Cyprus U.N. Buffer Zone;64.55775963
Democratic Republic of the Congo;38.10755452
Republic of the Congo;41.72746328
Cook Islands;0
Colombia;49.05305353
Comoros;28.15643907
Republic of Cabo Verde;34.90960187
Costa Rica;58.14285714
Cuba;51.18954419
Cura?ºao;39.79120879
Cayman Islands;43.08661417
Northern Cyprus;57.97319548
Cyprus;64.00925153
Czech Republic;52.61398501
Germany;44.05093482
Djibouti;8.286585366
Dominica;49
Denmark;29.36414227
Dominican Republic;59.2729781
Algeria;34.18133964
Ecuador;51.6124847
Egypt;24.24494946
Eritrea;48.24009173
Dhekelia;3.178649237
Spain;35.10922851
Estonia;46.24117588
Ethiopia;50.27432634
Finland;16.13112204
Fiji;56.69578101
Falkland Islands;2.166666667
France;49.15522846
Faeroe Islands;11.96899225
Federated States of Micronesia;0
Gabon;51.77242967
United Kingdom;43.25339256
Georgia;49.30387864
Guernsey;24.21352313
Ghana;47.71410615
Gibraltar;73
Guinea;45.15857929
The Gambia;34.10993989
Guinea-Bissau;52.81913982
Equatorial Guinea;67.24698927
Greece;42.03501189
Grenada;61.14285714
Guatemala;61.5833998
Guam;0
Guyana;29.64557689
Hong Kong;62.16390584
Honduras;57.18286031
Croatia;54.46882792
Haiti;54.45266748
Hungary;56.81275777
Iceland;0
Indonesia;61.81327381
Isle of Man;29.42790698
India;65.73733993
Indian Ocean Territories;0
British Indian Ocean Territory;0
Ireland;49.49857226
Iran;24.01854999
Iraq;35.65030582
Israel;59.61095582
Italy;51.99195197
Jamaica;58.13363263
Jersey;26.5234375
Jordan;41.99983841
Japan;53.86486135
Baikonur Cosmodrome;0.004347826
Kazakhstan;12.44593488
Kenya;49.31963161
Kyrgyzstan;20.38824428
Cambodia;54.46213816
Kiribati;0
Saint Kitts and Nevis;65.16428571
Republic of Korea;40.71884515
Kosovo;40.79827224
Kuwait;8.612169463
Lao PDR;47.25003507
Lebanon;43.66797341
Liberia;53.79797127
Libya;21.15026551
Saint Lucia;79.35036496
Liechtenstein;44.69547325
Sri Lanka;67.77494949
Lesotho;53.18370253
Lithuania;47.23338013
Luxembourg;51.05144079
Latvia;47.38141364
Macao;23.15384615
Saint-Martin;75.33333333
Morocco;47.13138233
Monaco;15.12658228
Moldova;69.30056749
Madagascar;49.60238343
Maldives;0
Mexico;50.4857879
Marshall Islands;0
Macedonia;30.8416464
Mali;55.45264037
Malta;68.4186314
Myanmar;53.94325505
Montenegro;43.64665845
Mongolia;3.389368541
Northern Mariana Islands;0
Mozambique;49.11881504
Mauritania;34.68542311
Montserrat;41.95555556
Mauritius;60.39053524
Malawi;58.60579471
Malaysia;56.95613583
Namibia;16.88198979
New Caledonia;65.85396542
Niger;36.38038066
Norfolk Island;0
Nigeria;55.45956665
Nicaragua;66.01576084
Niue;0
Netherlands;45.030171
Norway;22.13085364
Nepal;44.90909398
Nauru;0
New Zealand;37.23903768
Oman;5.444553566
Pakistan;37.12766964
Panama;66.20897043
Pitcairn Islands;0
Peru;19.14583824
Philippines;61.07085719
Palau;0
Papua New Guinea;64.74748228
Poland;45.63560791
Puerto Rico;47.74070462
Dem. Rep. Korea;67.47458963
Portugal;37.95814192
Paraguay;47.1029254
Palestine;62.47425314
French Polynesia;0
Qatar;1.762246897
Romania;63.3217258
Russian Federation;44.37074149
Rwanda;37.95776657
Saudi Arabia;18.54134396
Sudan;46.32295841
South Sudan;54.75193189
Senegal;26.9971704
Singapore;56.70836076
Saint Helena;0
Solomon Islands;71.05325444
Sierra Leone;51.118975
El Salvador;53.37181846
San Marino;65.36928702
Somaliland;40.05512985
Somalia;35.25247633
Serbia;54.17815262
S?úo Tom?® and Principe;57.60674157
Suriname;59.56548857
Slovakia;65.67158744
Slovenia;53.34713823
Sweden;25.13047003
Swaziland;45.13554408
Seychelles;0
Syria;35.69070638
Turks and Caicos Islands;47.82926829
Chad;51.87608029
Togo;65.25565625
Thailand;45.53027062
Tajikistan;28.51291665
Turkmenistan;12.76221315
Timor-Leste;46.33123153
Tonga;55.93
Trinidad and Tobago;45.77244094
Tunisia;33.97708067
Turkey;31.22403743
Tuvalu;0
Taiwan;69.57196096
Tanzania;56.17815204
Uganda;42.72412392
Ukraine;63.09232912
United States Minor Outlying Islands;0
Uruguay;79.29194081
United States;63.329049
US Naval Base Guantanamo Bay;28
Uzbekistan;26.17188119
Saint Vincent and the Grenadines;42.73333333
Venezuela;46.420303
United States Virgin Islands;76.44724771
Vietnam;56.37130689
Vanuatu;27.19526627
Wallis and Futuna Islands;0
Akrotiri;5.619047619
Samoa;50.54860912
Yemen;12.936949
South Africa;41.74690607
Zambia;45.05223467
Zimbabwe;42.0035655
